      Gx      Gy      Gz     Rot. sign
  -22519   -7865   22465           1
  -20166   -8995   24208           1
  -17525   -9645   25951           1
  -14584   -9695   27694           1
  -11278   -8939   29437           1
   -7344   -6894   31180           1
     380    3806   32542          -1
    2027   10970   30809          -1
    3970   14578   29075          -1
    6174   16969   27341          -1
    8560   18563   25608          -1
   11058   19529   23874          -1
   13605   19958   22140          -1
   16148   19911   20407          -1
   18638   19432   18673          -1
   21028   18561   16939          -1
   23280   17334   15205          -1
   25355   15788   13472          -1
   27222   13958   11738          -1
   28850   11882   10004          -1
   30217    9599    8271          -1
   31302    7147    6537          -1
   32089    4566    4803          -1
   32567    1899    3069          -1
   32729    -813    1336          -1
   32573   -3530    -397          -1
   32102   -6209   -2131          -1
   31322   -8810   -3864          -1
   30246  -11291   -5598          -1
   28888  -13614   -7332          -1
   27270  -15741   -9065          -1
   25416  -17636  -10799          -1
   23354  -19265  -12533          -1
   21118  -20594  -14267          -1
   18743  -21594  -16000          -1
   16270  -22235  -17734          -1
   13744  -22488  -19468          -1
   11214  -22324  -21201          -1
    8732  -21711  -22935          -1
    6358  -20607  -24669          -1
    4162  -18953  -26402          -1
    2227  -16644  -28136          -1
     672  -13452  -29870          -1
    -286   -8647  -31604          -1
   -3520    4394  -32279          -1
   -8156    8607  -30545           1
  -11637   10397  -28812           1
  -14732   11108  -27078           1
  -17563   11083  -25344           1
  -20154   10488  -23611           1
  -22499    9426  -21877           1
  -24583    7973  -20143           1
  -26389    6193  -18409           1
  -27900    4142  -16676           1
  -29101    1873  -14942           1
  -29981    -564  -13208           1
  -30532   -3122  -11475           1
  -30751   -5756   -9741           1
  -30637   -8418   -8007           1
  -30196  -11065   -6274           1
  -29437  -13656   -4540           1
  -28372  -16150   -2806           1
  -27018  -18507   -1072           1
  -25397  -20693     660           1
  -23533  -22674    2394           1
  -21455  -24419    4128           1
  -19194  -25901    5861           1
  -16786  -27096    7595           1
  -14268  -27983    9329           1
  -11681  -28545   11062           1
   -9067  -28769   12796           1
   -6472  -28647   14530           1
   -3943  -28170   16264           1
   -1532  -27338   17997           1
     709  -26150   19731           1
    2723  -24606   21465           1
    4446  -22709   23198           1
    5803  -20453   24932           1
    6700  -17823   26666           1
    7001  -14768   28400           1
    6459  -11131   30133           1
    4361   -6254   31867           1
   -7367    1648   31885          -1
  -12242    3830   30151          -1
  -15110    6146   28418          -1
  -16959    8602   26684          -1
  -18079   11147   24950          -1
  -18606   13727   23216          -1
  -18621   16291   21483          -1
  -18181   18790   19749          -1
  -17333   21181   18015          -1
  -16119   23425   16282          -1
  -14578   25485   14548          -1
  -12749   27329   12814          -1
  -10671   28931   11080          -1
   -8384   30265    9347          -1
   -5929   31313    7613          -1
   -3347   32060    5879          -1
    -680   32496    4146          -1
    2030   32614    2412          -1
    4742   32414     678          -1
    7415   31899   -1054          -1
   10006   31076   -2788          -1
   12476   29959   -4522          -1
   14788   28563   -6256          -1
   16902   26909   -7989          -1
   18785   25024   -9723          -1
   20404   22935  -11457          -1
   21728   20677  -13190          -1
   22727   18285  -14924          -1
   23377   15801  -16658          -1
   23650   13269  -18391          -1
   23523   10736  -20125          -1
   22971    8256  -21859          -1
   21962    5888  -23593          -1
   20458    3698  -25326          -1
   18392    1766  -27060          -1
   15637     197  -28794          -1
   11875    -838  -30527          -1
    5665    -877  -32261          -1
   -7192   -5150  -31550          -1
  -10353   -8801  -29816           1
  -11910  -11965  -28082           1
  -12548  -14897  -26349           1
  -12511  -17641  -24615           1
  -11933  -20191  -22881           1
  -10902  -22529  -21147           1
   -9485  -24633  -19414           1
   -7742  -26478  -17680           1
   -5724  -28046  -15946           1
   -3482  -29317  -14213           1
   -1064  -30278  -12479           1
    1484  -30919  -10745           1
    4118  -31233   -9011           1
    6791  -31218   -7278           1
    9460  -30877   -5544           1
   12084  -30217   -3810           1
   14621  -29250   -2077           1
   17032  -27990    -343           1
   19280  -26457    1390           1
   21332  -24674    3123           1
   23154  -22669    4857           1
   24720  -20473    6591           1
   26001  -18118    8325           1
   26977  -15643   10058           1
   27628  -13087   11792           1
   27939  -10492   13526           1
   27898   -7906   15259           1
   27495   -5374   16993           1
   26725   -2949   18727           1
   25584    -686   20460           1
   24067    1356   22194           1
   22168    3110   23928           1
   19872    4496   25662           1
   17143    5408   27395           1
   13885    5687   29129           1
    9803    5002   30863           1
    2833    1756   32596           1
   -3314   -9354   31227          -1
   -5867  -13012   29494          -1
   -8448  -15220   27760          -1
  -11072  -16543   26026          -1
  -13705  -17195   24293          -1
  -16304  -17289   22559          -1
  -18823  -16900   20825          -1
  -21224  -16084   19092          -1
  -23466  -14889   17358          -1
  -25516  -13358   15624          -1
  -27343  -11533   13890          -1
  -28921   -9457   12157          -1
  -30225   -7171   10423          -1
  -31239   -4716    8689          -1
  -31948   -2134    6956          -1
  -32343     530    5222          -1
  -32419    3236    3488          -1
  -32175    5941    1754          -1
  -31616    8604      21          -1
  -30751   11184   -1712          -1
  -29592   13641   -3446          -1
  -28157   15937   -5179          -1
  -26468   18036   -6913          -1
